timestamp,market_price_usd_mwh,historical_power_mw,perfect_power_mw,historical_revenue_usd,perfect_revenue_usd,state_of_charge_pct,perfect_state_of_charge_pct
2025-03-06T07:30:00,58.72,23.6,96.0,346.45,1409.28,41.1,50.0
2025-03-06T07:45:00,56.13,67.12,67.12,941.86,941.86,47.7,47.4
2025-03-06T08:00:00,60.42,56.8,56.8,857.96,857.96,47.3,45.6
2025-03-06T08:15:00,58.45,79.7,79.7,1164.62,1164.62,45.1,45.6
2025-03-06T08:30:00,62.35,20.81,47.65,324.38,742.74,39.1,42.8
2025-03-06T08:45:00,62.23,64.75,64.75,1007.35,1007.35,33.8,42.5
2025-03-06T09:00:00,66.59,38.51,77.42,641.1,1288.85,36.7,42.1
2025-03-06T09:15:00,65.71,32.54,59.38,534.55,975.46,48.2,40.1
2025-03-06T09:30:00,72.19,86.73,86.73,1565.26,1565.26,33.6,40.4
2025-03-06T09:45:00,73.19,40.87,40.87,747.82,747.82,44.6,37.1
2025-03-06T10:00:00,66.11,-19.43,64.77,-321.13,1070.49,33.2,37.3
2025-03-06T10:15:00,74.72,14.43,53.49,269.55,999.19,40.8,35.8
2025-03-06T10:30:00,74.35,63.44,63.44,1179.19,1179.19,34.9,35.4
2025-03-06T10:45:00,73.31,22.96,49.06,420.8,899.15,25.7,33.8
2025-03-06T11:00:00,78.97,29.88,53.63,589.91,1058.79,28.1,33.2
2025-03-06T11:15:00,70.34,14.78,65.24,259.91,1147.25,34.1,33.0
2025-03-06T11:30:00,70.84,12.92,52.86,228.81,936.15,32.5,31.7
2025-03-06T11:45:00,69.98,58.86,58.86,1029.76,1029.76,30.4,31.4
2025-03-06T12:00:00,74.32,67.34,67.34,1251.18,1251.18,33.7,31.2
2025-03-06T12:15:00,77.53,32.01,71.96,620.43,1394.76,32.5,30.9
2025-03-06T12:30:00,79.75,-16.37,54.58,-326.38,1088.19,28.6,29.5
2025-03-06T12:45:00,68.12,45.66,45.66,777.59,777.59,22.7,28.6
2025-03-06T13:00:00,77.18,94.13,94.13,1816.24,1816.24,25.7,30.7
2025-03-06T13:15:00,69.44,74.29,74.29,1289.67,1289.67,37.4,29.4
2025-03-06T13:30:00,72.75,37.67,75.59,685.12,1374.79,39.8,29.2
2025-03-06T13:45:00,71.13,37.31,71.9,663.47,1278.56,22.9,28.8
2025-03-06T14:00:00,67.1,90.93,90.93,1525.35,1525.35,30.1,29.6
2025-03-06T14:15:00,69.26,87.42,87.42,1513.68,1513.68,39.4,29.4
2025-03-06T14:30:00,62.27,96.6,96.6,1503.82,1503.82,24.2,29.8
2025-03-06T14:45:00,60.24,53.86,53.86,811.13,811.13,22.4,27.8
2025-03-06T15:00:00,74.73,90.32,90.32,1687.4,1687.4,27.3,29.7
2025-03-06T15:15:00,52.34,13.24,13.24,173.25,173.25,18.4,26.0
2025-03-06T15:30:00,63.02,41.04,71.68,646.59,1129.32,33.2,29.2
2025-03-06T15:45:00,59.79,85.25,85.25,1274.27,1274.27,36.0,30.2
2025-03-06T16:00:00,59.63,30.96,53.4,461.54,796.06,29.4,28.9
2025-03-06T16:15:00,62.84,83.01,83.01,1304.09,1304.09,35.9,30.9
2025-03-06T16:30:00,59.73,14.32,45.54,213.83,680.03,36.6,29.5
2025-03-06T16:45:00,51.01,4.55,4.55,58.02,58.02,31.8,28.0
2025-03-06T17:00:00,50.74,8.72,8.72,110.61,110.61,27.7,28.8
2025-03-06T17:15:00,46.22,14.79,14.79,170.9,170.9,33.7,29.7
2025-03-06T17:30:00,44.75,-9.06,-9.06,-101.36,-101.36,31.8,29.2
2025-03-06T17:45:00,41.03,11.91,11.91,122.17,122.17,18.6,31.0
2025-03-06T18:00:00,36.8,-0.8,-0.8,-7.36,-7.36,26.5,31.2
2025-03-06T18:15:00,40.64,17.31,17.31,175.87,175.87,38.7,32.9
2025-03-06T18:30:00,30.16,-70.59,-70.59,-532.25,-532.25,28.5,29.4
2025-03-06T18:45:00,29.93,-60.01,-60.01,-449.02,-449.02,32.3,30.9
2025-03-06T19:00:00,39.25,-17.07,-17.07,-167.5,-167.5,32.9,34.0
2025-03-06T19:15:00,22.8,-69.88,-69.88,-398.32,-398.32,32.8,32.4
2025-03-06T19:30:00,21.88,-24.78,-49.56,-135.55,-271.09,26.9,34.5
2025-03-06T19:45:00,23.98,-57.83,-57.83,-346.69,-346.69,35.5,35.1
2025-03-06T20:00:00,24.61,-77.57,-77.57,-477.25,-477.25,24.8,35.3
2025-03-06T20:15:00,20.87,-33.81,-67.62,-176.4,-352.81,31.2,36.9
2025-03-06T20:30:00,17.19,-53.53,-53.53,-230.05,-230.05,34.7,38.8
2025-03-06T20:45:00,17.41,-21.89,-43.79,-95.28,-190.6,37.8,40.4
2025-03-06T21:00:00,11.61,-42.36,-42.36,-122.95,-122.95,42.6,41.7
2025-03-06T21:15:00,8.91,-79.54,-79.54,-177.18,-177.18,34.8,41.1
2025-03-06T21:30:00,9.34,-72.64,-72.64,-169.61,-169.61,36.2,42.6
2025-03-06T21:45:00,14.03,-78.47,-78.47,-275.23,-275.23,41.1,43.6
2025-03-06T22:00:00,7.53,-48.24,-48.24,-90.81,-90.81,44.1,46.3
2025-03-06T22:15:00,7.79,23.33,-77.78,45.44,-151.48,45.1,46.1
2025-03-06T22:30:00,5.0,-61.83,-61.83,-77.29,-77.29,49.2,48.2
2025-03-06T22:45:00,8.33,-64.99,-64.99,-135.34,-135.34,37.2,49.3
2025-03-06T23:00:00,5.83,-33.67,-67.35,-49.07,-98.16,52.2,50.4
2025-03-06T23:15:00,5.0,22.11,-73.69,27.64,-92.11,62.0,51.3
2025-03-06T23:30:00,9.8,-50.75,-50.75,-124.34,-124.34,62.1,53.7
2025-03-06T23:45:00,5.0,-23.96,-47.93,-29.95,-59.91,63.3,55.0
2025-03-07T00:00:00,8.69,13.33,-44.44,28.96,-96.55,52.8,56.4
2025-03-07T00:15:00,5.0,-65.91,-65.91,-82.39,-82.39,52.3,56.5
2025-03-07T00:30:00,20.27,-33.97,-67.94,-172.14,-344.29,58.8,57.5
2025-03-07T00:45:00,9.61,-41.95,-41.95,-100.78,-100.78,63.5,59.9
2025-03-07T01:00:00,7.95,-60.49,-60.49,-120.22,-120.22,59.0,60.1
2025-03-07T01:15:00,9.24,-72.61,-72.61,-167.73,-167.73,51.5,60.5
2025-03-07T01:30:00,10.23,15.14,-50.46,38.72,-129.05,64.1,62.6
2025-03-07T01:45:00,20.33,-50.54,-50.54,-256.87,-256.87,69.3,63.6
2025-03-07T02:00:00,6.98,-37.85,-75.71,-66.05,-132.11,62.5,63.3
2025-03-07T02:15:00,10.18,-61.45,-61.45,-156.39,-156.39,68.8,64.9
2025-03-07T02:30:00,22.07,-31.7,-63.4,-174.9,-349.81,70.7,65.6
2025-03-07T02:45:00,9.88,-67.3,-67.3,-166.23,-166.23,65.3,66.2
2025-03-07T03:00:00,12.27,-40.33,-40.33,-123.71,-123.71,66.1,68.3
2025-03-07T03:15:00,15.41,-56.31,-56.31,-216.93,-216.93,72.6,68.2
2025-03-07T03:30:00,22.02,-59.35,-59.35,-326.72,-326.72,64.5,68.7
2025-03-07T03:45:00,22.07,-69.15,-69.15,-381.54,-381.54,61.9,68.8
2025-03-07T04:00:00,26.33,-72.45,-72.45,-476.9,-476.9,65.1,69.2
2025-03-07T04:15:00,25.4,-27.82,-55.63,-176.66,-353.25,66.9,70.5
2025-03-07T04:30:00,18.49,-25.68,-51.36,-118.71,-237.41,60.3,71.2
2025-03-07T04:45:00,29.47,-79.37,-79.37,-584.76,-584.76,70.2,70.1
2025-03-07T05:00:00,23.68,-61.6,-61.6,-364.67,-364.67,70.7,71.3
2025-03-07T05:15:00,32.81,-48.77,-48.77,-400.04,-400.04,74.2,72.2
2025-03-07T05:30:00,36.82,3.08,3.08,28.35,28.35,72.0,75.0
2025-03-07T05:45:00,43.5,-1.84,6.15,-20.01,66.88,80.3,75.2
2025-03-07T06:00:00,39.14,12.08,12.08,118.2,118.2,78.7,75.6
2025-03-07T06:15:00,39.86,2.27,2.27,22.62,22.62,75.8,75.1
2025-03-07T06:30:00,50.56,0.31,-1.02,3.92,-12.89,71.0,74.9
2025-03-07T06:45:00,49.06,-6.85,-6.85,-84.02,-84.02,73.4,74.4
2025-03-07T07:00:00,54.5,6.23,6.23,84.88,84.88,79.8,74.9
2025-03-07T07:15:00,50.35,-5.22,17.39,-65.71,218.9,80.3,75.2
2025-03-07T07:30:00,51.24,-2.73,-2.73,-34.97,-34.97,75.4,73.9
2025-03-07T07:45:00,47.96,15.27,15.27,183.09,183.09,75.1,74.4
2025-03-07T08:00:00,58.4,46.76,46.76,682.7,682.7,69.2,75.6
2025-03-07T08:15:00,55.35,74.18,74.18,1026.47,1026.47,73.0,76.4
2025-03-07T08:30:00,69.88,16.9,55.72,295.24,973.43,70.0,75.0
2025-03-07T08:45:00,64.49,96.04,96.04,1548.4,1548.4,71.3,76.4
2025-03-07T09:00:00,66.06,44.48,44.48,734.59,734.59,70.2,73.1
2025-03-07T09:15:00,67.59,67.81,67.81,1145.82,1145.82,73.5,73.6
2025-03-07T09:30:00,68.8,70.04,70.04,1204.69,1204.69,79.4,72.9
2025-03-07T09:45:00,69.89,9.46,44.38,165.29,775.43,67.7,70.9
2025-03-07T10:00:00,73.07,21.67,52.78,395.86,964.16,70.6,70.4
2025-03-07T10:15:00,68.22,93.22,93.22,1589.87,1589.87,71.0,71.5
2025-03-07T10:30:00,71.77,11.52,45.3,206.7,812.8,61.6,68.2
2025-03-07T10:45:00,70.1,68.01,68.01,1191.88,1191.88,67.3,68.4
2025-03-07T11:00:00,79.02,17.67,76.85,349.07,1518.17,69.3,67.8
2025-03-07T11:15:00,76.63,62.13,62.13,1190.26,1190.26,66.1,66.0
2025-03-07T11:30:00,74.39,12.7,51.71,236.19,961.68,66.0,64.4
2025-03-07T11:45:00,72.08,-22.84,76.13,-411.58,1371.86,66.7,64.5
2025-03-07T12:00:00,67.39,69.26,69.26,1166.86,1166.86,68.0,63.0
2025-03-07T12:15:00,78.08,28.73,67.87,560.81,1324.82,56.7,61.8
2025-03-07T12:30:00,77.41,31.44,57.67,608.44,1116.06,57.2,60.1
2025-03-07T12:45:00,76.44,92.12,92.12,1760.41,1760.41,56.4,60.6
2025-03-07T13:00:00,70.69,46.51,78.12,821.95,1380.58,51.6,58.7
2025-03-07T13:15:00,78.25,75.02,75.02,1467.58,1467.58,63.0,57.3
2025-03-07T13:30:00,71.19,41.7,41.7,742.16,742.16,52.1,54.4
2025-03-07T13:45:00,74.74,77.29,77.29,1444.16,1444.16,52.8,54.9
2025-03-07T14:00:00,65.86,98.78,98.78,1626.41,1626.41,53.1,54.7
2025-03-07T14:15:00,69.33,26.18,45.27,453.76,784.64,41.7,50.8
2025-03-07T14:30:00,62.16,87.33,87.33,1357.11,1357.11,49.6,51.7
2025-03-07T14:45:00,65.78,17.5,64.49,287.79,1060.54,44.5,49.3
2025-03-07T15:00:00,66.23,33.49,73.82,554.51,1222.27,51.4,48.5
2025-03-07T15:15:00,69.13,-29.32,97.74,-506.72,1689.19,54.1,48.5
2025-03-07T15:30:00,60.35,44.09,44.09,665.21,665.21,44.1,44.6
2025-03-07T15:45:00,60.11,-28.59,95.29,-429.64,1431.97,43.1,46.0
2025-03-07T16:00:00,60.24,51.56,51.56,776.49,776.49,42.0,42.6
2025-03-07T16:15:00,60.56,29.05,58.66,439.82,888.11,42.2,41.9
2025-03-07T16:30:00,46.49,-7.91,-7.91,-91.93,-91.93,30.1,37.4
2025-03-07T16:45:00,50.33,-7.64,-7.64,-96.13,-96.13,41.2,36.4
2025-03-07T17:00:00,50.96,18.57,18.57,236.58,236.58,40.7,36.6
2025-03-07T17:15:00,52.18,18.97,18.97,247.46,247.46,34.5,35.6
2025-03-07T17:30:00,41.33,-4.1,-4.1,-42.36,-42.36,36.9,33.5
2025-03-07T17:45:00,49.82,-9.78,-9.78,-121.81,-121.81,40.6,32.3
2025-03-07T18:00:00,37.35,-8.61,-8.61,-80.4,-80.4,29.4,31.5
2025-03-07T18:15:00,47.17,-6.24,-6.24,-73.59,-73.59,42.1,30.8
2025-03-07T18:30:00,34.48,-54.61,-54.61,-470.74,-470.74,29.3,27.5
2025-03-07T18:45:00,32.09,-45.75,-45.75,-367.03,-367.03,17.1,27.2
2025-03-07T19:00:00,29.42,-77.89,-77.89,-572.88,-572.88,26.0,24.9
2025-03-07T19:15:00,31.22,-65.5,-65.5,-511.23,-511.23,18.3,24.9
2025-03-07T19:30:00,28.28,-75.53,-75.53,-534.0,-534.0,19.0,23.8
2025-03-07T19:45:00,21.07,-37.12,-74.23,-195.53,-391.01,14.9,23.4
2025-03-07T20:00:00,16.19,-59.79,-59.79,-242.0,-242.0,19.8,23.6
2025-03-07T20:15:00,20.57,-55.96,-55.96,-287.77,-287.77,21.0,23.4
2025-03-07T20:30:00,17.84,14.89,-49.63,66.41,-221.35,20.0,23.4
2025-03-07T20:45:00,16.91,-31.05,-62.1,-131.26,-262.53,20.0,22.5
2025-03-07T21:00:00,11.96,-48.51,-48.51,-145.04,-145.04,16.5,22.9
2025-03-07T21:15:00,11.75,-22.95,-45.89,-67.42,-134.8,26.1,22.9
2025-03-07T21:30:00,8.97,-67.07,-67.07,-150.4,-150.4,20.5,21.7
2025-03-07T21:45:00,8.95,-66.43,-66.43,-148.64,-148.64,26.6,21.7
2025-03-07T22:00:00,19.56,-26.84,-53.68,-131.25,-262.5,18.7,22.3
2025-03-07T22:15:00,5.19,-49.72,-49.72,-64.51,-64.51,20.4,22.6
2025-03-07T22:30:00,6.34,-22.01,-44.02,-34.89,-69.77,22.8,23.0
2025-03-07T22:45:00,13.23,-42.84,-42.84,-141.69,-141.69,19.0,23.3
2025-03-07T23:00:00,5.0,-44.56,-44.56,-55.7,-55.7,20.2,23.5
2025-03-07T23:15:00,5.0,-24.26,-48.52,-30.33,-60.65,37.1,23.6
2025-03-07T23:30:00,7.02,-55.85,-55.85,-98.02,-98.02,22.4,23.6
2025-03-07T23:45:00,8.45,-59.77,-59.77,-126.26,-126.26,28.8,23.9
2025-03-08T00:00:00,9.12,-21.71,-43.43,-49.5,-99.02,24.9,25.2
2025-03-08T00:15:00,5.0,-66.91,-66.91,-83.64,-83.64,20.2,24.6
2025-03-08T00:30:00,5.0,-25.39,-50.79,-31.74,-63.49,25.2,26.0
2025-03-08T00:45:00,6.93,-44.64,-44.64,-77.34,-77.34,30.4,27.0
2025-03-08T01:00:00,5.0,-63.16,-63.16,-78.95,-78.95,29.0,26.8
2025-03-08T01:15:00,6.09,-58.72,-58.72,-89.4,-89.4,34.7,27.8
2025-03-08T01:30:00,6.51,-75.05,-75.05,-122.14,-122.14,26.1,27.8
2025-03-08T01:45:00,5.42,-21.44,-42.88,-29.05,-58.1,32.8,30.2
2025-03-08T02:00:00,8.47,-54.88,-54.88,-116.21,-116.21,35.5,30.5
2025-03-08T02:15:00,10.68,-48.67,-48.67,-129.95,-129.95,31.8,31.8
2025-03-08T02:30:00,6.34,-73.62,-73.62,-116.69,-116.69,23.0,31.5
2025-03-08T02:45:00,14.42,-50.05,-50.05,-180.43,-180.43,33.9,33.7
2025-03-08T03:00:00,8.73,-70.45,-70.45,-153.76,-153.76,34.4,33.8
2025-03-08T03:15:00,9.87,-65.38,-65.38,-161.33,-161.33,27.7,35.1
2025-03-08T03:30:00,19.68,-40.01,-40.01,-196.85,-196.85,37.8,37.5
2025-03-08T03:45:00,18.08,-38.94,-77.88,-176.01,-352.02,34.0,36.8
2025-03-08T04:00:00,12.22,-49.81,-49.81,-152.17,-152.17,45.1,39.3
2025-03-08T04:15:00,19.6,-48.96,-48.96,-239.9,-239.9,37.5,40.6
2025-03-08T04:30:00,29.63,-36.52,-73.03,-270.52,-540.97,34.2,40.6
2025-03-08T04:45:00,28.34,-26.98,-53.96,-191.15,-382.31,54.5,42.8
2025-03-08T05:00:00,28.46,-54.17,-54.17,-385.42,-385.42,49.0,44.0
2025-03-08T05:15:00,32.54,-78.55,-78.55,-639.0,-639.0,44.3,44.0
2025-03-08T05:30:00,31.98,-72.33,-72.33,-578.28,-578.28,29.9,45.6
2025-03-08T05:45:00,36.56,18.83,18.83,172.11,172.11,55.5,51.4
2025-03-08T06:00:00,48.75,7.44,7.44,90.68,90.68,54.6,52.1
2025-03-08T06:15:00,45.09,-17.64,-17.64,-198.85,-198.85,54.9,52.0
2025-03-08T06:30:00,43.42,8.73,8.73,94.76,94.76,52.9,54.6
2025-03-08T06:45:00,49.88,2.39,2.39,29.8,29.8,63.5,55.5
2025-03-08T07:00:00,50.6,10.24,10.24,129.54,129.54,59.6,57.1
2025-03-08T07:15:00,45.7,-1.16,-1.16,-13.25,-13.25,48.5,57.7
2025-03-08T07:30:00,62.73,36.88,75.25,578.37,1180.11,63.8,62.7
2025-03-08T07:45:00,60.17,55.12,55.12,829.14,829.14,61.0,62.9
2025-03-08T08:00:00,53.21,18.84,18.84,250.62,250.62,67.4,62.2
2025-03-08T08:15:00,64.46,82.04,82.04,1322.07,1322.07,65.9,66.5
2025-03-08T08:30:00,65.94,43.6,43.6,718.75,718.75,69.2,65.6
2025-03-08T08:45:00,68.31,76.14,76.14,1300.28,1300.28,71.0,68.3
2025-03-08T09:00:00,60.95,42.74,42.74,651.25,651.25,67.5,67.6
2025-03-08T09:15:00,63.33,73.02,73.02,1156.09,1156.09,70.6,70.1
2025-03-08T09:30:00,68.33,47.55,93.06,812.27,1589.7,81.4,72.0
2025-03-08T09:45:00,65.76,14.06,69.43,231.15,1141.43,79.0,71.7
2025-03-08T10:00:00,65.37,39.59,71.23,647.0,1164.08,66.4,72.6
2025-03-08T10:15:00,72.45,39.99,72.66,724.32,1316.05,72.0,73.5
2025-03-08T10:30:00,68.73,39.43,92.0,677.51,1580.79,75.8,75.2
2025-03-08T10:45:00,77.72,82.99,82.99,1612.5,1612.5,79.6,75.4
2025-03-08T11:00:00,74.78,25.99,69.62,485.88,1301.55,68.7,75.4
2025-03-08T11:15:00,73.14,63.53,63.53,1161.65,1161.65,83.1,75.6
2025-03-08T11:30:00,76.96,18.72,57.34,360.17,1103.22,78.0,75.9
2025-03-08T11:45:00,78.91,72.66,72.66,1433.4,1433.4,74.7,77.1
2025-03-08T12:00:00,75.48,60.95,60.95,1150.13,1150.13,81.4,76.9
2025-03-08T12:15:00,75.55,59.42,59.42,1122.3,1122.3,84.5,77.2
2025-03-08T12:30:00,72.64,27.55,94.23,500.31,1711.22,77.9,79.2
2025-03-08T12:45:00,80.39,28.9,98.65,580.82,1982.62,79.1,79.6
2025-03-08T13:00:00,72.39,57.4,57.4,1038.8,1038.8,82.5,77.7
2025-03-08T13:15:00,70.06,18.99,60.1,332.61,1052.65,71.1,78.0
2025-03-08T13:30:00,72.85,-24.5,81.67,-446.21,1487.41,72.6,79.1
2025-03-08T13:45:00,77.86,50.61,50.61,985.12,985.12,80.9,77.5
2025-03-08T14:00:00,69.62,12.13,55.54,211.12,966.67,84.0,77.7
2025-03-08T14:15:00,68.82,26.69,69.91,459.2,1202.8,70.3,78.2
2025-03-08T14:30:00,73.11,95.28,95.28,1741.48,1741.48,78.0,79.3
2025-03-08T14:45:00,67.73,20.38,46.1,345.08,780.59,81.7,76.5
2025-03-08T15:00:00,69.18,69.04,69.04,1194.05,1194.05,84.0,77.4
2025-03-08T15:15:00,59.99,26.97,68.56,404.48,1028.23,79.2,76.9
2025-03-08T15:30:00,58.54,87.4,87.4,1279.1,1279.1,76.6,77.4
2025-03-08T15:45:00,66.09,-13.39,44.63,-221.24,737.4,75.0,74.8
2025-03-08T16:00:00,57.61,97.56,97.56,1405.11,1405.11,81.3,76.9
2025-03-08T16:15:00,57.18,85.24,85.24,1218.51,1218.51,70.3,75.6
2025-03-08T16:30:00,54.79,5.71,5.71,78.21,78.21,74.4,71.0
2025-03-08T16:45:00,58.4,89.68,89.68,1309.33,1309.33,72.6,74.4
2025-03-08T17:00:00,51.72,2.69,2.69,34.78,34.78,62.2,69.3
2025-03-08T17:15:00,52.94,13.95,13.95,184.63,184.63,72.7,69.0
2025-03-08T17:30:00,47.38,-19.81,-19.81,-234.65,-234.65,67.5,66.5
2025-03-08T17:45:00,44.72,-5.2,-5.2,-58.14,-58.14,63.0,66.3
2025-03-08T18:00:00,34.52,-69.98,-69.98,-603.93,-603.93,58.5,62.1
2025-03-08T18:15:00,33.03,17.4,-58.0,143.68,-478.94,65.7,61.7
2025-03-08T18:30:00,30.73,-50.47,-50.47,-387.74,-387.74,56.1,61.1
2025-03-08T18:45:00,35.19,13.08,13.08,115.07,115.07,55.1,63.2
2025-03-08T19:00:00,33.95,-42.8,-42.8,-363.26,-363.26,53.5,59.3
2025-03-08T19:15:00,28.73,-26.73,-53.47,-191.99,-384.05,68.5,57.6
2025-03-08T19:30:00,23.84,-46.42,-46.42,-276.66,-276.66,50.8,56.8
2025-03-08T19:45:00,22.03,-67.2,-67.2,-370.1,-370.1,56.7,54.6
2025-03-08T20:00:00,28.98,-37.17,-74.35,-269.3,-538.67,60.9,53.1
2025-03-08T20:15:00,18.94,-37.02,-74.03,-175.29,-350.53,58.8,51.9
2025-03-08T20:30:00,23.31,21.54,-71.8,125.52,-418.41,49.4,50.7
2025-03-08T20:45:00,23.48,-58.71,-58.71,-344.63,-344.63,54.0,50.2
2025-03-08T21:00:00,19.02,-63.21,-63.21,-300.56,-300.56,49.3,48.7
2025-03-08T21:15:00,15.44,-67.29,-67.29,-259.74,-259.74,47.8,47.2
2025-03-08T21:30:00,9.55,-61.58,-61.58,-147.02,-147.02,51.8,46.3
2025-03-08T21:45:00,5.0,-49.78,-49.78,-62.23,-62.23,43.8,45.6
2025-03-08T22:00:00,14.8,-77.66,-77.66,-287.34,-287.34,40.7,43.0
2025-03-08T22:15:00,5.0,-36.88,-73.77,-46.1,-92.21,52.2,41.9
2025-03-08T22:30:00,14.21,-69.29,-69.29,-246.15,-246.15,36.6,40.9
2025-03-08T22:45:00,13.26,-68.01,-68.01,-225.45,-225.45,38.4,39.8
2025-03-08T23:00:00,9.89,-37.82,-75.64,-93.51,-187.02,38.2,38.2
2025-03-08T23:15:00,9.54,-76.32,-76.32,-182.02,-182.02,36.8,37.0
2025-03-08T23:30:00,5.0,-42.65,-42.65,-53.31,-53.31,26.9,37.5
2025-03-08T23:45:00,7.85,-66.34,-66.34,-130.19,-130.19,36.7,35.2
2025-03-09T00:00:00,9.02,-41.45,-41.45,-93.47,-93.47,32.8,35.4
2025-03-09T00:15:00,12.67,-65.34,-65.34,-206.96,-206.96,35.0,33.1
2025-03-09T00:30:00,5.0,-22.8,-45.59,-28.5,-56.99,33.1,33.1
2025-03-09T00:45:00,6.08,-66.1,-66.1,-100.47,-100.47,42.5,31.1
2025-03-09T01:00:00,5.0,-61.51,-61.51,-76.89,-76.89,32.1,30.3
2025-03-09T01:15:00,10.55,12.61,-42.03,33.26,-110.85,33.3,30.4
2025-03-09T01:30:00,10.04,-74.07,-74.07,-185.92,-185.92,25.1,27.9
2025-03-09T01:45:00,14.4,-75.09,-75.09,-270.32,-270.32,25.6,27.0
2025-03-09T02:00:00,8.48,-72.45,-72.45,-153.59,-153.59,31.6,26.4
2025-03-09T02:15:00,5.58,-55.68,-55.68,-77.67,-77.67,31.9,26.5
2025-03-09T02:30:00,18.96,-49.75,-49.75,-235.82,-235.82,21.8,26.1
2025-03-09T02:45:00,18.6,22.94,-76.47,106.67,-355.59,23.0,24.2
2025-03-09T03:00:00,11.83,12.82,-42.73,37.92,-126.37,17.0,25.3
2025-03-09T03:15:00,15.99,-69.1,-69.1,-276.23,-276.23,16.6,23.5
2025-03-09T03:30:00,22.51,-53.02,-53.02,-298.37,-298.37,15.5,23.8
2025-03-09T03:45:00,26.56,-41.06,-41.06,-272.64,-272.64,21.7,24.0
2025-03-09T04:00:00,12.93,-35.93,-71.86,-116.14,-232.29,21.0,22.2
2025-03-09T04:15:00,20.0,-57.2,-57.2,-286.0,-286.0,15.8,22.6
2025-03-09T04:30:00,28.19,-59.51,-59.51,-419.4,-419.4,29.7,22.3
2025-03-09T04:45:00,26.87,-22.82,-45.64,-153.29,-306.59,26.1,22.8
2025-03-09T05:00:00,33.32,-65.73,-65.73,-547.53,-547.53,19.4,21.7
2025-03-09T05:15:00,34.64,-77.67,-77.67,-672.62,-672.62,23.7,21.1
2025-03-09T05:30:00,37.93,17.62,17.62,167.08,167.08,20.4,25.9
2025-03-09T05:45:00,40.38,7.43,7.43,75.01,75.01,25.4,25.5
2025-03-09T06:00:00,40.29,-7.11,-7.11,-71.62,-71.62,27.4,24.9
2025-03-09T06:15:00,43.56,2.67,2.67,29.08,29.08,19.0,25.7
2025-03-09T06:30:00,38.29,15.82,15.82,151.44,151.44,23.7,26.6
2025-03-09T06:45:00,53.27,4.15,4.15,55.27,55.27,32.6,26.4
2025-03-09T07:00:00,51.3,-8.88,-8.88,-113.89,-113.89,23.5,26.1
2025-03-09T07:15:00,49.8,-3.14,-3.14,-39.09,-39.09,26.0,26.9
2025-03-09T07:30:00,46.68,2.92,2.92,34.08,34.08,22.7,27.7
2025-03-09T07:45:00,53.06,16.01,16.01,212.37,212.37,22.2,28.9
2025-03-09T08:00:00,59.0,15.24,51.26,224.79,756.08,28.6,31.3
2025-03-09T08:15:00,58.67,37.06,94.35,543.58,1383.88,36.4,34.2
2025-03-09T08:30:00,53.57,19.14,19.14,256.33,256.33,41.1,31.1
2025-03-09T08:45:00,70.02,28.21,85.75,493.82,1501.05,34.4,35.2
2025-03-09T09:00:00,66.42,54.29,91.21,901.49,1514.54,35.5,36.4
2025-03-09T09:15:00,65.46,52.07,52.07,852.13,852.13,32.5,35.3
2025-03-09T09:30:00,70.95,56.81,56.81,1007.67,1007.67,32.8,36.4
2025-03-09T09:45:00,73.43,39.15,74.61,718.7,1369.65,43.3,38.3
2025-03-09T10:00:00,77.07,17.71,41.57,341.23,800.95,40.1,37.6
2025-03-09T10:15:00,69.25,18.54,85.08,320.97,1472.95,46.7,40.8
2025-03-09T10:30:00,67.87,60.41,60.41,1025.01,1025.01,34.4,40.7
2025-03-09T10:45:00,78.24,40.11,40.11,784.55,784.55,37.5,40.8
2025-03-09T11:00:00,71.16,86.85,86.85,1545.06,1545.06,48.9,44.2
2025-03-09T11:15:00,74.14,99.06,99.06,1836.08,1836.08,52.9,46.0
2025-03-09T11:30:00,75.44,93.56,93.56,1764.54,1764.54,51.3,46.9
2025-03-09T11:45:00,79.22,83.67,83.67,1657.08,1657.08,55.0,47.6
2025-03-09T12:00:00,74.81,54.77,54.77,1024.34,1024.34,49.2,47.4
2025-03-09T12:15:00,76.56,13.49,64.22,258.2,1229.17,53.4,49.1
2025-03-09T12:30:00,75.12,98.93,98.93,1857.91,1857.91,38.6,52.1
2025-03-09T12:45:00,73.02,57.2,57.2,1044.19,1044.19,51.1,51.2
2025-03-09T13:00:00,73.7,81.3,81.3,1497.95,1497.95,56.9,53.7
2025-03-09T13:15:00,76.28,48.64,48.64,927.56,927.56,59.1,53.3
2025-03-09T13:30:00,73.75,23.7,48.89,436.97,901.41,48.1,54.5
2025-03-09T13:45:00,71.84,11.85,48.98,212.83,879.68,64.4,55.8
2025-03-09T14:00:00,74.88,71.04,71.04,1329.87,1329.87,61.5,58.1
2025-03-09T14:15:00,69.86,47.47,47.47,829.06,829.06,62.3,58.2
2025-03-09T14:30:00,69.3,-13.75,45.83,-238.22,794.0,62.1,59.3
2025-03-09T14:45:00,71.36,51.3,51.3,915.19,915.19,60.7,60.8
2025-03-09T15:00:00,60.86,52.05,52.05,791.94,791.94,66.6,62.0
2025-03-09T15:15:00,63.2,11.98,40.2,189.28,635.16,66.8,62.5
2025-03-09T15:30:00,59.06,24.53,74.57,362.19,1101.03,67.8,65.4
